,train_loss,val_loss,train_miou,val_miou,train_acc,val_acc
0,2.9853362382627,2.28912882010142,0.049070734082116915,0.13802769476560156,0.1532766530050955,0.5462072687895368
1,2.1883365383335187,1.4899230930540297,0.13265874195723665,0.16594668783090044,0.581507643770031,0.7100439119334124
2,1.5948646734742558,1.155284540520774,0.1486398700107474,0.16821227703493738,0.6459400995246584,0.7143757951197581
3,1.3680373184821184,1.0495163632763758,0.14668013537822333,0.16772888141277187,0.6467028483081707,0.7202634925246785
4,1.2881327341584599,0.9922393262386322,0.154541220508469,0.18280508836831347,0.6453865532202036,0.7296448096415545
5,1.1696986111940122,0.98293846183353,0.16797238300472486,0.1927796759911531,0.6660805647622057,0.7149306352668094
6,1.1107267100437015,0.9169672429561615,0.18535362327473226,0.22033450064773258,0.6817310122869742,0.7363041368945136
7,1.0095793791845733,0.879032337003284,0.21151410601798623,0.21835789789233984,0.7076752539248884,0.7433631164469825
8,1.0500419262577505,1.0009625984562769,0.21021297951329085,0.22437511486543413,0.6944978758943605,0.7235165835278288
9,0.9801642555816501,0.8055201537079282,0.21974933166167857,0.24714514146765834,0.7110415671448214,0.7730082299876924
10,0.976364921413216,0.7819659047656589,0.21855681542488845,0.2572833194961476,0.7046261577942413,0.772091077281655
11,0.9140345851580302,0.7735791719622083,0.2354779098040908,0.26647652028730145,0.7297473704781213,0.7649657879298032
12,0.8593963355410332,0.8100020355648465,0.2486424640090786,0.25682505908786185,0.7444722208858865,0.74002665245415
13,0.7954799348817152,0.6788686927821901,0.2634505788427813,0.31951983863128963,0.7654611713939188,0.808966997946638
14,0.6994315669232724,0.63039920396275,0.29119930561239654,0.2992191227378641,0.7958509140606713,0.8119000233553973
15,0.7307400186272228,0.6565874997112486,0.2931711091735573,0.32430827351821867,0.7856221344390321,0.8071933976364019
16,0.7113611794569913,0.5780322932534747,0.3057727368308884,0.3654880760288515,0.7908986912279543,0.8311824247844606
17,0.6575359442070419,0.6510548128022088,0.3222562067573897,0.3485722552130501,0.8072091083728885,0.8071934225461688
18,0.6828369942365908,0.5640277879105674,0.32475379249266983,0.37053798627264095,0.7978991870436765,0.8327418260094634
19,0.6045883560881895,0.5258251312706206,0.34869603889586587,0.3798778407323849,0.8227358305509415,0.8456648137785684
20,0.546925231376115,0.4975881311628554,0.3713486445615886,0.4060342286525339,0.8394821041435968,0.8561042479721457
21,0.5457533446012759,0.4892581072118547,0.373465033959456,0.4002749764523266,0.8397196817776699,0.8598776541854783
22,0.514065293850852,0.45596763905551696,0.39169514193496335,0.3972745245357665,0.8499334583932573,0.8662505689390753
23,0.48877742988806144,0.4656324030624496,0.40731150121651205,0.405284621712955,0.8582696569358919,0.8605462572377818
24,0.4694400669312945,0.46209698253207737,0.40922926341924293,0.41799589869280207,0.8618036802896951,0.8646482481857719
25,0.4624783317832386,0.4458248135116365,0.41211987829165175,0.41160021876647246,0.8654072414556102,0.8687756720057265
26,0.44834872379022483,0.44992978622515994,0.418241297962131,0.4206887652216853,0.8696141362235322,0.868128366804089
27,0.4489491657883513,0.4378406008084615,0.4206562496631315,0.43477884614911816,0.8698636573581741,0.8710872236410825
28,0.4484597150893772,0.4285745041237937,0.4241852791529262,0.4342715304983311,0.871158447990939,0.8735849010544205
29,0.4359164252585056,0.44265422804488075,,,,
