,train_loss,val_loss,train_miou,val_miou,train_acc,val_acc
0,2.94759957930621,2.674975037574768,0.04154973858371249,0.06269102490845489,0.19397066507459854,0.332589527694878
1,2.2079669248824025,1.6709179944462247,0.0877183633623029,0.11231100695574942,0.5011373579756455,0.61838463848555
2,1.6007344933117138,1.1690372228622437,0.11493509939890073,0.14640472956884193,0.6226888689001195,0.7148173456471278
3,1.2942903591137307,1.0840869148572285,0.141890759262574,0.1523772632776381,0.6673204821091372,0.6713677375076523
4,1.0926977939465468,0.8453681949112151,0.16357084735094718,0.1930830873969826,0.7055641423917762,0.7640979316523824
5,1.0235213730849473,0.9643744975328445,0.17467196936919954,0.19828740409520218,0.7086827323761229,0.7215283606663223
6,0.994370627637003,1.2048491835594177,0.20139386651387184,0.1947805972997704,0.7177640040247619,0.6711867680514106
7,0.9672953425084844,0.7227879183159934,0.21065574804713763,0.2351287066827855,0.7256573962947208,0.7885682404059534
8,0.8255743238271451,0.6956831829415427,0.23531943810233955,0.26498954069340436,0.7597746716412116,0.7976251576290047
9,0.7673028310139974,0.6291024949815538,0.25397451112632496,0.27956458600984546,0.7753197156854302,0.8110187158038721
10,0.7716114293126499,0.8803255458672842,0.2607679855456241,0.2474619110199858,0.7707685562172525,0.7364427099275584
11,0.7042625561064365,0.5676716052823596,0.2830694708627978,0.32185143454147597,0.7907069534260274,0.8344054995185439
12,0.6182593942857256,0.5306475973791547,0.3148968206882065,0.3509676720314566,0.8182132572381571,0.8392015762103358
13,0.6321613835353478,0.6189986368020376,0.32269530545397773,0.3419589356348704,0.8134479411778777,0.7976374132343002
14,0.5754422717819027,0.5522984349065356,0.35379682144294317,0.3715436268176133,0.8316501041919867,0.8281451520013902
15,0.5371539119411918,0.4802085542016559,0.36871523091412595,0.3865317185160368,0.843354356707674,0.8567907113272882
16,0.5366186391489178,0.4399556799067391,0.3764203207356854,0.4176543711808548,0.8387393740209586,0.8690541382894603
17,0.4755745839838888,0.46530429522196454,0.40204848216398215,0.404220452882057,0.8628565018430178,0.8660830507569383
18,0.4653806955206628,0.43572075333860183,0.41645523770478193,0.42461059548665897,0.8642932913344115,0.8714066664913019
19,0.4420079366833556,0.40473732848962146,0.41915458092000346,0.44598739474366805,0.8711659692752503,0.8815520907066242
20,0.41092780787570804,0.3810305760966407,0.4474887062024152,0.479284547833204,0.879276986456027,0.8891240619978191
21,0.3921673525782192,0.36815297769175637,0.4685946100373888,0.4598654679413738,0.8868998015119448,0.8903801619015278
22,0.3665029653439335,0.36241132766008377,0.4912051065185729,0.48581680480052875,0.8945335270457474,0.8919178418098279
23,0.34931973324102517,0.34821003178755444,0.49787110301795057,0.4927332990552724,0.8999194567598329,0.8968902796509922
24,0.34773367731010213,0.3448588376243909,0.5050100982184178,0.5072842011411757,0.9012551111324921,0.8989639679225969
25,0.3273320217050758,0.33734698179695344,0.5179738105875493,0.5062252883782814,0.9064779155750912,0.9003187603226075
26,0.3231206913204754,0.34509432481394875,0.5163520753889409,0.5130147057116008,0.9074392157144078,0.8982248204105449
27,0.3216044004349148,0.3380127747853597,0.513868439949696,0.5144765485879278,0.9077542348830887,0.9015780486764743
28,0.3115672982644801,0.3245597680409749,0.5282726789603398,0.5305784301336235,0.9110983578965903,0.9044616780175492
29,0.3137707446573996,0.33265573614173466,,,,
